combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_made_flag;shot_type
Jump Shot;161;178;1;1;0;2015-16;12;0;3PT Field Goal
Jump Shot;99;71;1;4;0;2011-12;28;1;2PT Field Goal
Jump Shot;149;-5;3;1;0;1999-00;52;0;2PT Field Goal
Jump Shot;64;60;3;1;0;2010-11;57;1;2PT Field Goal
Jump Shot;-57;27;6;3;1;1999-00;25;1;2PT Field Goal
Dunk;0;0;9;4;0;2007-08;16;1;2PT Field Goal
Jump Shot;70;167;4;3;1;2001-02;8;1;2PT Field Goal
Jump Shot;138;207;1;2;0;2007-08;10;1;3PT Field Goal
Jump Shot;125;108;10;2;0;1996-97;21;0;2PT Field Goal
Jump Shot;123;115;10;1;0;2006-07;11;0;2PT Field Goal
Layup;-15;11;1;1;0;2010-11;35;0;2PT Field Goal
Dunk;0;0;1;3;0;2000-01;59;1;2PT Field Goal
Jump Shot;68;51;11;4;0;2000-01;2;1;2PT Field Goal
Jump Shot;-65;163;8;3;0;2001-02;10;0;2PT Field Goal
Layup;17;-3;5;2;0;2012-13;14;1;2PT Field Goal
Jump Shot;13;209;5;1;0;2005-06;7;1;2PT Field Goal
Dunk;0;0;2;4;1;2007-08;37;1;2PT Field Goal
Jump Shot;-153;219;2;1;0;2005-06;46;0;3PT Field Goal
Jump Shot;26;295;0;4;0;2008-09;44;1;3PT Field Goal
Jump Shot;129;63;11;2;0;2008-09;30;0;2PT Field Goal
Layup;0;0;0;2;0;1997-98;40;1;2PT Field Goal
Jump Shot;-106;37;5;3;0;2009-10;16;0;2PT Field Goal
Jump Shot;-144;64;0;4;0;2009-10;2;0;2PT Field Goal
Layup;0;0;6;3;0;2006-07;44;1;2PT Field Goal
Jump Shot;-134;236;10;4;0;2011-12;12;0;3PT Field Goal
Jump Shot;150;226;0;1;0;2001-02;24;0;3PT Field Goal
Layup;0;0;9;4;0;2007-08;14;0;2PT Field Goal
Jump Shot;177;183;6;3;0;2015-16;30;1;3PT Field Goal
Jump Shot;62;97;11;2;0;2012-13;40;0;2PT Field Goal
Jump Shot;-141;165;4;3;0;2014-15;1;0;2PT Field Goal
Jump Shot;154;151;0;3;0;1998-99;42;0;2PT Field Goal
Jump Shot;228;0;2;3;0;2012-13;51;0;3PT Field Goal
Jump Shot;108;132;6;3;0;1999-00;25;1;2PT Field Goal
Jump Shot;-45;75;10;3;0;2015-16;9;1;2PT Field Goal
Jump Shot;144;220;3;3;0;2006-07;49;0;3PT Field Goal
Jump Shot;56;20;1;2;0;2009-10;46;0;2PT Field Goal
Jump Shot;156;194;3;4;0;2002-03;10;0;3PT Field Goal
Jump Shot;-138;235;8;3;0;2010-11;50;0;3PT Field Goal
Jump Shot;132;63;5;4;0;2009-10;59;0;2PT Field Goal
Layup;-8;18;2;1;0;2007-08;17;0;2PT Field Goal
Layup;10;6;5;2;0;2010-11;5;1;2PT Field Goal
Jump Shot;121;21;10;1;0;1999-00;31;1;2PT Field Goal
Dunk;0;0;7;1;1;2002-03;33;0;2PT Field Goal
Jump Shot;99;157;11;3;0;2009-10;17;0;2PT Field Goal
Jump Shot;10;93;2;4;0;2009-10;46;0;2PT Field Goal
Jump Shot;-119;12;2;1;0;2014-15;25;1;2PT Field Goal
Layup;0;0;10;1;0;2003-04;40;0;2PT Field Goal
Jump Shot;-54;114;4;3;0;2007-08;26;1;2PT Field Goal
Jump Shot;-1;72;11;4;0;2000-01;7;0;2PT Field Goal
Dunk;0;0;6;3;0;2008-09;56;1;2PT Field Goal
Jump Shot;-95;149;6;2;0;2011-12;43;0;2PT Field Goal
Jump Shot;-19;203;3;6;0;2010-11;8;1;2PT Field Goal
Dunk;0;0;7;1;0;2001-02;26;1;2PT Field Goal
Jump Shot;-131;108;0;2;0;1996-97;3;0;2PT Field Goal
Layup;0;0;8;1;0;2009-10;58;0;2PT Field Goal
Jump Shot;71;-13;1;2;0;2002-03;40;0;2PT Field Goal
Jump Shot;154;35;9;4;0;2002-03;18;1;2PT Field Goal
Jump Shot;200;134;4;2;0;2015-16;27;0;3PT Field Goal
Jump Shot;-12;57;2;3;0;2000-01;29;0;2PT Field Goal
Jump Shot;126;156;1;1;0;2005-06;18;0;2PT Field Goal
Jump Shot;94;227;11;1;0;2012-13;1;0;3PT Field Goal
Jump Shot;141;100;7;3;0;2015-16;45;0;2PT Field Goal
Jump Shot;-139;148;8;1;0;2009-10;32;0;2PT Field Goal
Jump Shot;158;183;11;3;0;2015-16;36;0;3PT Field Goal
Jump Shot;-90;179;5;1;0;2001-02;44;1;2PT Field Goal
Jump Shot;-132;218;4;2;0;2015-16;24;0;3PT Field Goal
Jump Shot;-57;170;4;3;1;2008-09;28;1;2PT Field Goal
Jump Shot;26;116;0;3;0;2000-01;44;1;2PT Field Goal
Layup;0;0;6;2;1;2001-02;51;1;2PT Field Goal
Jump Shot;-111;82;1;1;0;2011-12;13;1;2PT Field Goal
Jump Shot;-171;20;11;4;0;2005-06;2;1;2PT Field Goal
Jump Shot;-54;255;3;4;0;2012-13;30;0;3PT Field Goal
Jump Shot;65;115;5;4;0;2009-10;37;0;2PT Field Goal
Jump Shot;-58;277;10;1;0;2015-16;44;1;3PT Field Goal
Jump Shot;155;121;11;1;0;2015-16;25;0;2PT Field Goal
Jump Shot;-59;81;7;2;1;2005-06;42;0;2PT Field Goal
Jump Shot;-49;74;2;2;0;2009-10;58;1;2PT Field Goal
Jump Shot;69;116;2;1;0;2008-09;8;0;2PT Field Goal
Jump Shot;-182;252;4;4;0;2010-11;28;0;3PT Field Goal
Jump Shot;-73;246;4;3;0;2010-11;5;1;3PT Field Goal
Jump Shot;-13;45;3;1;0;2010-11;0;0;2PT Field Goal
Jump Shot;141;220;0;2;0;1997-98;51;0;3PT Field Goal
Layup;0;0;11;2;0;2001-02;17;1;2PT Field Goal
Jump Shot;-187;8;10;4;0;2003-04;38;1;2PT Field Goal
Jump Shot;-136;206;9;1;0;2008-09;39;0;3PT Field Goal
Jump Shot;-38;17;4;2;0;2012-13;56;0;2PT Field Goal
Layup;15;0;5;2;0;2012-13;23;1;2PT Field Goal
Jump Shot;104;134;5;1;0;2015-16;52;1;2PT Field Goal
Jump Shot;-4;57;9;3;0;2001-02;36;1;2PT Field Goal
Layup;64;35;1;1;1;2005-06;25;0;2PT Field Goal
Jump Shot;-239;0;2;3;0;2010-11;3;1;3PT Field Goal
Jump Shot;59;25;9;2;0;1997-98;52;0;2PT Field Goal
Jump Shot;-171;220;0;2;1;2009-10;12;1;3PT Field Goal
Layup;0;0;6;3;0;2004-05;14;1;2PT Field Goal
Jump Shot;-149;33;8;4;0;2010-11;36;1;2PT Field Goal
Jump Shot;190;184;0;2;1;2005-06;24;1;3PT Field Goal
Jump Shot;94;227;9;3;0;2012-13;43;0;3PT Field Goal
Jump Shot;-10;213;3;1;0;2001-02;57;0;2PT Field Goal
Jump Shot;-10;133;10;1;0;2000-01;28;1;2PT Field Goal
Jump Shot;230;-33;0;3;0;2012-13;38;0;3PT Field Goal
Jump Shot;149;127;4;2;1;2005-06;26;1;2PT Field Goal
Layup;0;0;6;3;0;2008-09;22;0;2PT Field Goal
Jump Shot;177;55;8;2;0;1997-98;34;0;2PT Field Goal
Layup;0;0;9;1;0;2003-04;49;1;2PT Field Goal
Dunk;0;0;6;4;0;2008-09;33;1;2PT Field Goal
Jump Shot;-141;126;5;4;0;1999-00;56;1;2PT Field Goal
Jump Shot;127;55;5;2;0;2001-02;32;1;2PT Field Goal
Jump Shot;-52;34;7;3;0;2010-11;35;0;2PT Field Goal
Jump Shot;0;82;7;1;0;2005-06;27;1;2PT Field Goal
Jump Shot;31;188;1;2;0;1998-99;0;1;2PT Field Goal
Jump Shot;85;242;7;4;0;1999-00;23;1;3PT Field Goal
Jump Shot;-207;651;0;3;0;2002-03;0;0;3PT Field Goal
Jump Shot;-11;269;11;3;0;2010-11;16;1;3PT Field Goal
Layup;0;0;7;1;0;2006-07;36;0;2PT Field Goal
Jump Shot;-144;295;0;2;0;2012-13;1;0;3PT Field Goal
Jump Shot;182;28;10;1;0;2014-15;34;1;2PT Field Goal
Jump Shot;172;181;2;2;0;2000-01;31;0;3PT Field Goal
Layup;0;0;4;2;0;2007-08;56;1;2PT Field Goal
Jump Shot;159;231;10;1;0;2015-16;58;0;3PT Field Goal
Jump Shot;100;151;9;4;0;1997-98;44;0;2PT Field Goal
Jump Shot;85;125;0;1;0;2001-02;4;1;2PT Field Goal
Jump Shot;33;74;2;1;0;1997-98;35;0;2PT Field Goal
Jump Shot;61;61;2;4;0;2012-13;8;0;2PT Field Goal
Jump Shot;-46;141;2;4;1;2001-02;48;1;2PT Field Goal
Jump Shot;164;17;5;3;0;2006-07;45;0;2PT Field Goal
Jump Shot;99;176;3;4;1;2009-10;18;0;2PT Field Goal
Dunk;0;0;1;2;0;2009-10;14;1;2PT Field Goal
Jump Shot;69;242;1;4;1;2007-08;15;0;3PT Field Goal
Jump Shot;233;-26;0;4;0;2015-16;23;0;3PT Field Goal
Jump Shot;62;40;9;2;0;2006-07;15;0;2PT Field Goal
Jump Shot;-112;48;10;3;0;2006-07;50;1;2PT Field Goal
Layup;0;0;0;2;1;2007-08;9;1;2PT Field Goal
Jump Shot;-160;230;0;4;1;2010-11;12;0;3PT Field Goal
Jump Shot;60;133;0;3;0;2000-01;32;0;2PT Field Goal
Jump Shot;182;40;7;1;0;2002-03;33;1;2PT Field Goal
Jump Shot;-16;105;5;1;0;2015-16;33;0;2PT Field Goal
Jump Shot;-125;217;8;2;0;2005-06;48;1;3PT Field Goal
Jump Shot;-199;95;3;3;0;2015-16;5;1;2PT Field Goal
Layup;0;0;11;1;0;2001-02;40;0;2PT Field Goal
Layup;0;0;9;3;1;2001-02;23;1;2PT Field Goal
Jump Shot;-106;252;2;4;0;1997-98;43;0;3PT Field Goal
Layup;0;0;1;1;0;2004-05;6;1;2PT Field Goal
Jump Shot;65;254;7;1;0;2010-11;54;0;3PT Field Goal
Jump Shot;-37;245;0;3;0;2001-02;4;1;3PT Field Goal
Dunk;-1;5;6;3;0;1999-00;13;1;2PT Field Goal
Jump Shot;-64;20;0;2;1;2008-09;37;0;2PT Field Goal
Jump Shot;-29;45;2;4;0;2008-09;55;0;2PT Field Goal
Jump Shot;-8;261;8;4;0;2005-06;5;0;3PT Field Goal
Layup;-10;-3;3;4;0;2006-07;26;0;2PT Field Goal
Jump Shot;129;86;2;4;0;2011-12;17;0;2PT Field Goal
Jump Shot;-180;198;2;3;0;2012-13;3;0;3PT Field Goal
Layup;0;0;1;2;0;2009-10;27;1;2PT Field Goal
Jump Shot;-166;132;2;4;0;2007-08;2;0;2PT Field Goal
Jump Shot;130;135;9;1;0;2002-03;13;1;2PT Field Goal
Jump Shot;-166;19;5;3;0;2009-10;0;1;2PT Field Goal
Layup;3;40;0;3;0;2001-02;32;0;2PT Field Goal
Layup;0;0;1;3;0;2005-06;21;0;2PT Field Goal
Jump Shot;0;158;4;3;0;2006-07;6;1;2PT Field Goal
Jump Shot;55;265;1;4;0;1997-98;1;1;3PT Field Goal
Jump Shot;222;92;3;3;0;2003-04;25;0;3PT Field Goal
Layup;0;0;7;1;0;2004-05;53;0;2PT Field Goal
Layup;0;0;4;3;0;2005-06;47;1;2PT Field Goal
Layup;0;0;8;4;0;2003-04;51;1;2PT Field Goal
Jump Shot;0;186;0;2;0;2005-06;57;0;2PT Field Goal
Jump Shot;69;179;5;3;0;2007-08;49;0;2PT Field Goal
Layup;0;0;6;3;0;1998-99;29;0;2PT Field Goal
Layup;0;0;0;3;0;2009-10;1;0;2PT Field Goal
Jump Shot;62;59;11;1;0;2005-06;6;0;2PT Field Goal
Layup;0;0;4;2;0;2008-09;13;0;2PT Field Goal
Dunk;0;0;4;4;0;2001-02;45;1;2PT Field Goal
Layup;0;0;5;1;0;2008-09;59;1;2PT Field Goal
Layup;0;0;7;1;0;2002-03;21;1;2PT Field Goal
Jump Shot;-57;33;0;1;0;2011-12;14;0;2PT Field Goal
Jump Shot;77;28;0;2;0;2005-06;9;1;2PT Field Goal
Layup;0;0;0;2;0;2006-07;24;0;2PT Field Goal
Layup;0;0;6;3;0;2009-10;9;0;2PT Field Goal
Jump Shot;24;67;1;2;0;2009-10;39;0;2PT Field Goal
Jump Shot;94;108;2;1;0;2000-01;44;0;2PT Field Goal
Dunk;-7;28;3;2;0;2012-13;25;1;2PT Field Goal
Jump Shot;105;164;3;1;0;2007-08;27;0;2PT Field Goal
Jump Shot;-136;130;8;4;0;2006-07;19;1;2PT Field Goal
Jump Shot;-111;93;3;1;0;2009-10;45;0;2PT Field Goal
Jump Shot;158;163;8;4;0;2003-04;53;0;2PT Field Goal
Jump Shot;118;-6;9;2;0;2002-03;45;1;2PT Field Goal
Jump Shot;58;26;6;4;0;2000-01;37;0;2PT Field Goal
Jump Shot;-198;20;6;1;0;2012-13;39;1;2PT Field Goal
Layup;0;0;6;4;0;1996-97;21;0;2PT Field Goal
Jump Shot;-113;173;10;1;0;2002-03;41;1;2PT Field Goal
Jump Shot;118;146;0;2;0;2003-04;49;1;2PT Field Goal
Jump Shot;136;224;6;3;0;2004-05;7;1;3PT Field Goal
Jump Shot;-166;0;11;1;0;2007-08;11;0;2PT Field Goal
Jump Shot;-6;192;0;3;0;1999-00;5;1;2PT Field Goal
Jump Shot;-65;169;6;3;0;2001-02;38;1;2PT Field Goal
Layup;13;-2;3;2;0;2010-11;58;1;2PT Field Goal
Layup;11;9;4;3;0;2010-11;39;1;2PT Field Goal
Jump Shot;144;146;9;1;0;2001-02;47;0;2PT Field Goal
Jump Shot;170;214;11;3;0;2009-10;24;0;3PT Field Goal
Jump Shot;169;117;4;1;0;2005-06;57;1;2PT Field Goal
Layup;0;0;1;2;1;2007-08;41;0;2PT Field Goal
Layup;0;0;5;4;0;2006-07;5;0;2PT Field Goal
Jump Shot;-67;97;11;3;0;2006-07;13;0;2PT Field Goal
Dunk;0;0;3;4;0;2002-03;6;1;2PT Field Goal
Jump Shot;49;71;6;1;1;2002-03;15;0;2PT Field Goal
Jump Shot;155;89;2;1;0;2008-09;23;1;2PT Field Goal
Jump Shot;43;192;3;2;0;2012-13;57;0;2PT Field Goal
Jump Shot;-33;79;4;3;0;2002-03;12;0;2PT Field Goal
Jump Shot;119;30;8;3;0;2009-10;15;0;2PT Field Goal
Jump Shot;-125;112;3;4;0;2011-12;57;1;2PT Field Goal
Layup;0;0;0;3;0;1997-98;25;0;2PT Field Goal
Jump Shot;228;-15;5;1;1;2001-02;39;1;3PT Field Goal
Layup;0;0;9;4;0;2004-05;57;1;2PT Field Goal
Layup;0;0;9;3;0;2007-08;5;0;2PT Field Goal
Jump Shot;-84;154;7;3;0;2012-13;27;1;2PT Field Goal
Jump Shot;-163;197;5;4;0;2012-13;51;0;3PT Field Goal
Layup;0;0;1;1;0;2006-07;5;1;2PT Field Goal
Jump Shot;-84;107;8;2;0;2009-10;29;0;2PT Field Goal
Jump Shot;56;58;1;3;0;2006-07;4;0;2PT Field Goal
Jump Shot;57;244;3;4;1;1999-00;35;0;3PT Field Goal
Layup;23;11;1;2;0;2010-11;0;0;2PT Field Goal
Jump Shot;-212;189;10;3;0;2006-07;39;0;3PT Field Goal
Jump Shot;-114;97;0;2;0;2011-12;18;0;2PT Field Goal
Layup;13;17;0;4;0;2010-11;28;1;2PT Field Goal
Jump Shot;230;-5;5;3;0;2012-13;38;0;3PT Field Goal
Layup;0;0;11;2;0;2002-03;10;1;2PT Field Goal
Jump Shot;-135;204;10;1;0;2002-03;43;1;3PT Field Goal
Jump Shot;-64;86;9;4;1;2008-09;24;0;2PT Field Goal
Jump Shot;160;80;2;1;1;2009-10;18;0;2PT Field Goal
Jump Shot;155;189;1;3;1;2011-12;19;1;3PT Field Goal
Jump Shot;89;162;11;1;1;1999-00;7;0;2PT Field Goal
Layup;26;6;5;1;0;2012-13;36;0;2PT Field Goal
Jump Shot;235;31;10;3;0;2006-07;36;1;3PT Field Goal
Jump Shot;70;110;7;3;0;2001-02;37;1;2PT Field Goal
Jump Shot;66;17;2;3;1;2007-08;46;0;2PT Field Goal
Jump Shot;-33;47;9;2;0;2001-02;7;0;2PT Field Goal
Jump Shot;-5;181;3;1;0;2006-07;35;0;2PT Field Goal
Jump Shot;-8;188;9;4;0;2001-02;5;0;2PT Field Goal
Layup;0;0;4;4;0;2003-04;43;0;2PT Field Goal
Jump Shot;74;100;9;4;0;2007-08;29;1;2PT Field Goal
Jump Shot;87;133;0;1;0;2001-02;0;1;2PT Field Goal
Jump Shot;-130;12;3;2;0;2010-11;26;0;2PT Field Goal
Jump Shot;108;30;4;1;1;2001-02;45;0;2PT Field Goal
Jump Shot;143;206;5;1;0;2007-08;26;0;3PT Field Goal
Jump Shot;184;104;1;3;0;1997-98;50;1;2PT Field Goal
Jump Shot;-166;87;7;4;1;2000-01;37;1;2PT Field Goal
Jump Shot;60;127;10;1;0;2000-01;26;1;2PT Field Goal
Jump Shot;-153;138;4;4;0;2002-03;2;1;2PT Field Goal
Jump Shot;-196;143;3;4;0;2010-11;18;0;3PT Field Goal
Jump Shot;-128;156;6;3;0;1998-99;37;0;2PT Field Goal
Jump Shot;123;46;3;2;0;2002-03;29;0;2PT Field Goal
Jump Shot;0;168;10;1;0;2005-06;50;1;2PT Field Goal
Jump Shot;-16;270;9;3;0;2000-01;58;0;3PT Field Goal
Jump Shot;105;149;4;4;0;2011-12;14;1;2PT Field Goal
Jump Shot;153;-31;5;2;0;2005-06;11;0;2PT Field Goal
Dunk;0;0;3;3;0;2001-02;56;1;2PT Field Goal
Jump Shot;4;126;8;3;0;2008-09;26;0;2PT Field Goal
Jump Shot;146;70;10;4;0;2001-02;6;0;2PT Field Goal
Jump Shot;200;5;9;3;0;2006-07;36;1;2PT Field Goal
Jump Shot;104;18;0;2;0;1999-00;12;0;2PT Field Goal
Jump Shot;-109;183;8;3;1;2008-09;27;1;2PT Field Goal
Jump Shot;121;5;1;3;0;2002-03;19;1;2PT Field Goal
Jump Shot;162;66;4;1;0;1997-98;58;0;2PT Field Goal
Jump Shot;-141;233;5;1;0;2005-06;29;1;3PT Field Goal
Jump Shot;-131;25;0;2;0;2011-12;15;0;2PT Field Goal
Jump Shot;141;225;1;1;0;2011-12;14;0;3PT Field Goal
Jump Shot;-106;244;3;2;0;1998-99;20;0;3PT Field Goal
Jump Shot;-57;40;9;2;0;2005-06;30;1;2PT Field Goal
Dunk;0;0;0;4;0;2004-05;57;1;2PT Field Goal
Jump Shot;-149;-21;0;2;1;1997-98;53;0;2PT Field Goal
Jump Shot;-112;164;2;2;0;2008-09;23;0;2PT Field Goal
Dunk;-2;11;6;1;0;2012-13;17;1;2PT Field Goal
Jump Shot;-193;0;5;1;0;2014-15;23;0;2PT Field Goal
Jump Shot;125;86;0;2;0;2002-03;29;0;2PT Field Goal
Jump Shot;5;205;11;2;0;2000-01;21;0;2PT Field Goal
Jump Shot;154;224;3;3;0;2006-07;34;1;3PT Field Goal
Jump Shot;4;156;0;4;0;2009-10;7;1;2PT Field Goal
Jump Shot;108;135;3;3;0;2010-11;39;0;2PT Field Goal
Jump Shot;1;56;8;1;0;2010-11;52;1;2PT Field Goal
Jump Shot;70;116;1;4;0;2012-13;38;0;2PT Field Goal
Jump Shot;176;20;2;4;0;2006-07;11;0;2PT Field Goal
Jump Shot;138;209;5;3;0;2000-01;33;0;3PT Field Goal
Jump Shot;-210;134;3;1;0;2015-16;30;0;3PT Field Goal
Layup;0;0;5;3;0;2001-02;30;1;2PT Field Goal
Layup;-10;5;9;1;0;2007-08;32;1;2PT Field Goal
Jump Shot;100;154;0;3;0;2012-13;28;1;2PT Field Goal
Jump Shot;157;17;0;1;0;2000-01;0;0;2PT Field Goal
Jump Shot;-74;66;5;3;0;2002-03;57;0;2PT Field Goal
Layup;0;0;2;1;0;2003-04;6;0;2PT Field Goal
Jump Shot;124;56;0;2;0;2009-10;52;1;2PT Field Goal
Jump Shot;161;-11;0;2;0;2002-03;48;1;2PT Field Goal
Layup;0;0;11;3;0;2009-10;15;1;2PT Field Goal
Jump Shot;-190;186;2;3;1;2008-09;7;1;3PT Field Goal
Jump Shot;-131;142;0;4;0;2010-11;22;1;2PT Field Goal
Jump Shot;-92;160;7;2;0;2000-01;39;1;2PT Field Goal
Jump Shot;-26;184;7;2;0;2012-13;54;1;2PT Field Goal
Layup;0;0;2;1;0;2001-02;1;0;2PT Field Goal
Jump Shot;-205;160;2;2;0;2011-12;9;0;3PT Field Goal
Jump Shot;125;138;8;1;0;2007-08;39;0;2PT Field Goal
Jump Shot;-114;127;1;1;0;2008-09;10;1;2PT Field Goal
Jump Shot;30;125;6;3;0;2000-01;43;0;2PT Field Goal
Jump Shot;88;151;10;1;0;2011-12;19;0;2PT Field Goal
Jump Shot;-133;-14;5;4;0;2002-03;12;0;2PT Field Goal
Layup;0;0;1;1;0;2003-04;42;0;2PT Field Goal
Jump Shot;-113;110;10;1;0;2001-02;2;1;2PT Field Goal
Layup;3;-5;8;4;0;2005-06;19;0;2PT Field Goal
Jump Shot;66;101;10;1;0;1996-97;43;0;2PT Field Goal
Jump Shot;172;81;7;2;0;2003-04;49;0;2PT Field Goal
Jump Shot;147;100;8;1;0;1999-00;2;0;2PT Field Goal
Layup;0;0;0;1;0;1999-00;44;1;2PT Field Goal
Layup;0;0;7;1;0;2007-08;8;1;2PT Field Goal
Jump Shot;-120;212;4;3;0;2006-07;43;0;3PT Field Goal
Jump Shot;171;9;7;3;0;2012-13;6;1;2PT Field Goal
Layup;0;0;9;1;0;1999-00;25;1;2PT Field Goal
Jump Shot;-106;107;0;4;0;2012-13;40;0;2PT Field Goal
Jump Shot;-112;140;3;1;1;2007-08;3;0;2PT Field Goal
Layup;0;0;4;2;0;2004-05;2;0;2PT Field Goal
Jump Shot;-130;137;1;4;0;2004-05;4;0;2PT Field Goal
Layup;0;0;0;3;0;2007-08;8;1;2PT Field Goal
Jump Shot;-8;115;0;3;0;2008-09;47;0;2PT Field Goal
Jump Shot;-230;-1;0;2;1;2003-04;23;1;3PT Field Goal
Layup;0;0;1;2;0;2001-02;49;1;2PT Field Goal
Layup;3;13;5;4;0;2007-08;24;1;2PT Field Goal
Jump Shot;-65;238;5;3;0;2010-11;17;1;3PT Field Goal
Jump Shot;1;48;1;1;0;1998-99;47;0;2PT Field Goal
Jump Shot;177;145;2;2;0;2007-08;2;1;2PT Field Goal
Layup;-26;1;7;1;0;2011-12;52;1;2PT Field Goal
Jump Shot;-159;31;9;2;0;2004-05;26;1;2PT Field Goal
Jump Shot;-118;222;0;2;0;2003-04;38;0;3PT Field Goal
Jump Shot;161;52;8;2;0;2015-16;29;1;2PT Field Goal
Jump Shot;121;55;0;5;0;2009-10;47;0;2PT Field Goal
Jump Shot;12;158;4;4;0;1999-00;23;1;2PT Field Goal
Jump Shot;-31;40;0;2;0;1999-00;7;1;2PT Field Goal
Layup;0;0;10;3;0;2009-10;23;1;2PT Field Goal
Jump Shot;-24;72;5;3;0;2011-12;19;0;2PT Field Goal
Jump Shot;192;69;4;3;0;2002-03;38;1;2PT Field Goal
Jump Shot;37;20;4;4;0;2013-14;8;0;2PT Field Goal
Layup;0;0;2;1;0;2001-02;2;0;2PT Field Goal
Jump Shot;108;162;9;1;0;2008-09;29;0;2PT Field Goal
Layup;0;0;4;4;0;2008-09;13;1;2PT Field Goal
Jump Shot;95;187;9;3;0;2005-06;14;0;2PT Field Goal
Jump Shot;217;159;5;3;0;2014-15;54;1;3PT Field Goal
Jump Shot;-33;168;5;1;0;2007-08;30;0;2PT Field Goal
Layup;0;0;6;1;0;2007-08;26;0;2PT Field Goal
Jump Shot;-13;235;1;1;1;2008-09;18;1;2PT Field Goal
Jump Shot;-232;104;5;4;1;2005-06;11;0;3PT Field Goal
Jump Shot;-120;220;1;1;0;2014-15;15;1;3PT Field Goal
Dunk;0;0;8;3;0;2000-01;22;1;2PT Field Goal
Jump Shot;48;40;8;1;0;1999-00;58;0;2PT Field Goal
Jump Shot;-168;194;3;3;0;2009-10;21;1;3PT Field Goal
Layup;0;0;5;1;1;2000-01;44;1;2PT Field Goal
Jump Shot;-100;120;4;1;0;2005-06;21;0;2PT Field Goal
Jump Shot;182;51;7;2;0;2004-05;48;0;2PT Field Goal
Jump Shot;-111;30;4;1;0;2010-11;56;0;2PT Field Goal
Jump Shot;106;186;6;1;0;1999-00;29;0;2PT Field Goal
Jump Shot;-190;80;10;1;1;2011-12;31;0;2PT Field Goal
Jump Shot;-125;240;10;1;0;2006-07;33;1;3PT Field Goal
Jump Shot;-3;216;4;3;0;1998-99;31;0;2PT Field Goal
Layup;12;12;11;2;0;1998-99;23;0;2PT Field Goal
Jump Shot;-122;148;10;4;0;2000-01;22;1;2PT Field Goal
Layup;0;0;1;4;0;2000-01;51;0;2PT Field Goal
Layup;0;0;10;2;0;2001-02;21;1;2PT Field Goal
Jump Shot;69;22;2;2;0;2005-06;2;1;2PT Field Goal
Dunk;0;0;11;3;0;2007-08;42;1;2PT Field Goal
Jump Shot;70;154;0;3;0;1998-99;39;1;2PT Field Goal
Jump Shot;-94;229;0;1;0;2002-03;39;0;3PT Field Goal
Jump Shot;23;266;11;3;0;2009-10;8;0;3PT Field Goal
Jump Shot;-156;130;6;3;0;2006-07;14;1;2PT Field Goal
Jump Shot;187;3;2;1;1;2010-11;5;0;2PT Field Goal
Jump Shot;-92;42;8;3;0;2001-02;48;0;2PT Field Goal
Jump Shot;-164;148;11;1;0;2002-03;0;1;2PT Field Goal
Jump Shot;165;200;0;2;0;2010-11;53;0;3PT Field Goal
Jump Shot;147;71;3;1;0;2011-12;50;0;2PT Field Goal
Jump Shot;-138;19;1;3;1;2000-01;47;1;2PT Field Goal
Jump Shot;61;104;4;3;0;2008-09;59;1;2PT Field Goal
Layup;0;0;0;4;0;1996-97;22;0;2PT Field Goal
Jump Shot;98;183;5;4;0;2007-08;11;1;2PT Field Goal
Jump Shot;-78;165;2;5;0;2012-13;54;0;2PT Field Goal
Dunk;-7;3;8;3;1;2010-11;22;1;2PT Field Goal
Jump Shot;-2;250;2;4;1;2007-08;14;0;3PT Field Goal
Jump Shot;-204;96;9;4;1;2008-09;49;0;2PT Field Goal
Jump Shot;167;-8;3;3;0;2000-01;5;1;2PT Field Goal
Layup;0;0;8;1;0;2002-03;31;0;2PT Field Goal
Jump Shot;-172;179;5;4;0;2005-06;48;1;3PT Field Goal
Jump Shot;-27;272;0;2;0;2000-01;4;1;3PT Field Goal
Jump Shot;18;42;9;2;1;1999-00;36;0;2PT Field Goal
Jump Shot;97;220;2;3;0;2004-05;5;1;3PT Field Goal
Jump Shot;105;183;10;3;0;2014-15;33;0;2PT Field Goal
Jump Shot;-212;136;10;4;1;1999-00;30;0;3PT Field Goal
Jump Shot;85;181;5;4;0;2006-07;2;0;2PT Field Goal
Jump Shot;-3;130;9;4;0;2006-07;18;0;2PT Field Goal
Layup;0;0;8;1;0;2007-08;54;0;2PT Field Goal
Jump Shot;-13;217;4;5;1;2008-09;13;0;2PT Field Goal
Jump Shot;-119;131;4;3;0;2008-09;50;0;2PT Field Goal
Layup;0;0;0;2;0;1996-97;45;1;2PT Field Goal
Jump Shot;85;173;8;4;0;2000-01;19;0;2PT Field Goal
Dunk;-7;6;6;4;1;2011-12;40;1;2PT Field Goal
Jump Shot;118;3;9;3;0;2010-11;8;1;2PT Field Goal
Jump Shot;-223;140;0;4;0;2004-05;56;0;3PT Field Goal
Layup;0;0;11;2;0;2002-03;1;1;2PT Field Goal
Jump Shot;206;157;4;2;0;2010-11;24;0;3PT Field Goal
Jump Shot;-83;109;9;1;0;1999-00;59;0;2PT Field Goal
Layup;0;0;7;3;1;2005-06;53;1;2PT Field Goal
